	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV74	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV75	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV76	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV77	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV78	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV80	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV82	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV83	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA
ASV85	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	NA	NA
ASV86	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV88	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV89	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV90	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA	NA
ASV91	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV92	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV93	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV94	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV95	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	NA
ASV96	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	NA	NA
ASV97	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV99	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV100	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
ASV102	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV103	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV104	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV105	Archaea	NA	NA	NA	NA	NA	NA
ASV106	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV107	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV108	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV109	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV110	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	MWH-UniP1_aquatic_group	NA	NA
ASV111	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV112	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV113	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV114	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
ASV116	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV117	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV118	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV120	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV121	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV123	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV124	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV125	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	NA	NA
ASV126	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV128	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV129	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV131	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA
ASV132	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	NA
ASV133	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA
ASV134	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV135	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV136	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
ASV137	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	NA
ASV138	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV139	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA
ASV140	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV143	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV144	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	NA
ASV146	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV147	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV148	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV149	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA
ASV150	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA	NA
ASV151	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV152	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV153	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV154	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV155	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV156	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV157	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV158	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV159	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV160	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV161	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV162	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV164	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	NA
ASV165	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV166	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV167	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV169	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV171	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	akajimensis
ASV172	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
ASV174	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV175	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV176	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	NA	NA
ASV177	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV179	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV180	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV181	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV182	Bacteria	NA	NA	NA	NA	NA	NA
ASV183	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV184	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA
ASV185	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV186	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
ASV187	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV189	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	NA
ASV190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV191	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV192	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV193	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV194	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV195	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA
ASV196	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV197	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV198	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV199	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV200	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV201	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV202	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV203	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA
ASV204	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV205	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola	NA
ASV206	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV207	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV208	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	NA	NA
ASV209	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV210	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV211	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV212	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV213	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV214	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV215	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA
ASV216	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV217	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata_or	Thermoplasmata_fa	Marine_Group_III	NA
ASV218	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV219	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV220	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV222	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	NA
ASV223	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV224	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV225	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
ASV226	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV227	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV228	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV230	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	NA
ASV231	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV232	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV233	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV234	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade	NA
ASV235	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV237	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV238	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	NA
ASV240	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Rhodohalobacter	NA
ASV241	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	NA
ASV243	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV244	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV245	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV246	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV247	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV248	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV250	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
ASV252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA	NA
ASV253	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV254	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV256	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV257	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fabibacter	halotolerans/misakiensis/pacificus
ASV258	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV259	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV260	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV261	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV262	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	NA
ASV263	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV267	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV268	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV269	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV270	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
ASV271	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV272	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	NA
ASV273	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV274	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV276	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV277	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV278	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV279	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Ilyobacter	NA
ASV281	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	NA
ASV283	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV284	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV285	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV287	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus	NA
ASV288	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV289	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV290	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV291	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV292	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV293	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA	NA
ASV294	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV295	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA
ASV297	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	ginsengisoli/gracilis
ASV298	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
ASV299	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA	NA
ASV300	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
ASV301	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV302	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV303	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus	NA
ASV304	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	NA
ASV305	Bacteria	NA	NA	NA	NA	NA	NA
ASV306	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV307	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV308	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV309	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV310	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	damselae
ASV312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV314	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	NA
ASV319	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV320	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Arctic97B-4_marine_group	NA	NA	NA
ASV323	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	NA	NA
ASV324	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	NA
ASV330	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV331	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV333	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV336	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV338	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV339	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV342	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV343	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV346	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
ASV347	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	NA
ASV350	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV352	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV353	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV355	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV357	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus_Aquiluna	NA
ASV359	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	lenta/moscoviensis
ASV360	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV363	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV364	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV366	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV367	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV368	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV372	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA
ASV373	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina	NA
ASV375	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV376	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV380	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_PCC-7002	NA
ASV382	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV384	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA
ASV388	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV389	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV396	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA
ASV397	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV399	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV404	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV405	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV408	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	NA
ASV409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	NA
ASV410	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	NA	NA	NA
ASV411	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV414	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA
ASV415	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA
ASV416	Bacteria	NA	NA	NA	NA	NA	NA
ASV417	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA
ASV419	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
ASV421	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV423	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV425	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV427	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV428	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV430	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV431	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV432	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	NA	NA	NA
ASV433	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV436	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV437	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	NA	NA
ASV438	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	alcaligenes
ASV439	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	NA
